機構名稱,縣市區名,地址,latitude,longitude
楊菘宇整形外科診所,中山區,臺北市中山區中山北路二段2號,,
佳禾骨科診所,中山區,臺北市中山區民生西路54號,,
溫崇凱中醫診所,中山區,臺北市中山區南京東路二段132號,,
思雲診所,中山區,臺北市中山區中山北路二段137巷10號,,
陳正熹耳鼻喉科診所,中山區,臺北市中山區雙城街１０巷１８號,,
如田診所,中山區,臺北市中山區民生東路二段一二八號,,
世珍婦產診所,中山區,臺北市中山區朱崙街四十六號,,
德容聯合診所,中山區,臺北市中山區吉林路197號,,
恩濟堂中醫診所,中山區,臺北市中山區復興北路５１４巷６３號,,
品澄牙醫診所,中山區,臺北市中山區復興北路400號,,
長春耳鼻喉科診所,中山區,臺北市中山區民生東路二段110號,,
光華家醫科診所,中山區,臺北市中山區長安東路2段33號,,
康寧牙醫診所,中山區,臺北市中山區新生北路一段五十一號,,
康福牙醫診所,中山區,臺北市中山區南京東路一段１３２巷１０號,,
台兒診所,中山區,臺北市中山區中山北路二段162號,,
榮星牙科診所,中山區,臺北市中山區民生東路二段９３巷４號,,
峰茂牙醫診所,中山區,臺北市中山區建國北路二段３６號,,
佳佳牙醫診所,中山區,臺北市中山區龍江路２７５號,,
采醫漾麗診所,中山區,臺北市中山區林森北路556號,,
英政耳鼻喉科診所,中山區,臺北市中山區長安東路二段１６９之9號,,
臺北市立聯合醫院附設中山門診部,中山區,臺北市中山區松江路３６７號,,
劉宣彥診所,中山區,臺北市中山區伊通街十七之四號,,
輝雄診所,中山區,臺北市中山區吉林路300號,,
簡富堅牙醫診所,中山區,臺北市中山區中山北路二段九十六巷二十七號,,
佳醫牙醫診所,中山區,臺北市中山區吉林路18號,,
綺麗嘉美型診所,中山區,臺北市中山區松江路338號,,
春泉診所,中山區,臺北市中山區民生東路一段25號,,
宇康復健科診所,中山區,臺北市中山區長春路368號,,
微風整形外科診所,中山區,臺北市中山區復興南路一段52號,,
至誠整形外科診所,中山區,臺北市中山區伊通街87巷3號,,
英皇牙醫診所,中山區,臺北市中山區民權東路1段24號,,
王俊民皮膚科診所,中山區,臺北市中山區松江路一二七之一號,,
啓新診所,中山區,臺北市中山區建國北路三段42號,,
肌優谷診所,中山區,臺北市中山區復興南路一段三十四號,,
鄭紹隆整形外科診所,中山區,臺北市中山區南京東路一段二十四號,,
全安診所,中山區,臺北市中山區天祥路20號,,
萌髮診所,中山區,臺北市中山區南京東路三段21號,,
李久恆整形外科診所,中山區,臺北市中山區南京東路一段2號,,
天籟牙醫診所,中山區,臺北市中山區天祥路5號,,
陳家庭醫學科診所,中山區,臺北市中山區吉林路３１５巷１８號,,
黃中豪婦產科診所,中山區,臺北市中山區吉林路１３１號,,
協和婦女醫院,中山區,臺北市中山區松江路85巷5號,,
泰安醫院,中山區,臺北市中山區民權東路二段９２巷２之1號,,
李堯堃內兒科診所,中山區,臺北市中山區民權東路二段２３號,,
趙素芳婦產科診所,中山區,臺北市中山區長安東路二段一七八之六號,,
劉雲祥診所,中山區,臺北市中山區龍江路２４６號,,
木生婦幼診所,中山區,臺北市中山區長安東路二段90號,,
富生婦產科診所,中山區,臺北市中山區吉林路１５７號,,
歐婦產科診所,中山區,臺北市中山區民生東路二段８０號,,
王三郎婦產科診所,中山區,臺北市中山區中山北路二段166號,,
吳輝明婦產科診所,中山區,臺北市中山區長春路７８號,,
林錦祥耳鼻喉科診所,中山區,臺北市中山區五常街９１號,,
周賢章耳鼻喉科診所,中山區,臺北市中山區天祥路２６號,,
北安聯合診所,中山區,臺北市中山區北安路569之2號,,
長榮海運股份有限公司醫務室,中山區,臺北市中山區民生東路二段１６６號,,
蔡仁雨皮膚科診所,中山區,臺北市中山區南京東路三段１１８號,,
寧康聯合診所,中山區,臺北市中山區龍江路209巷6之1號,,
黃大倫婦產科診所,中山區,臺北市中山區長安東路二段一三一之三號,,
潘外科內科診所,中山區,臺北市中山區長春路135之1號,,
宏林診所,中山區,臺北市中山區民生西路6號,,
吳振力診所,中山區,臺北市中山區長春路三０九號,,
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,中山區,臺北市中山區中山北路二段９２號,,
莊宇龍診所,中山區,臺北市中山區北安路637號,,
池明仁整形外科診所,中山區,臺北市中山區民生東路一段13號,,
芯慈耳鼻喉科診所,中山區,臺北市中山區長春路364號,,
蔡瓊瑤眼科診所,中山區,臺北市中山區龍江路２７１巷６號,,
中山實美整形外科診所,中山區,臺北市中山區中山北路二段１０６之２號,,
長春眼科聯合診所,中山區,臺北市中山區建國北路二段６６號,,
王宗前診所,中山區,臺北市中山區吉林路２５０號,,
賴國良婦產科診所,中山區,臺北市中山區錦西街１之５號,,
吉安牙醫診所,中山區,臺北市中山區新生北路一段８７號,,
傅牙醫診所,中山區,臺北市中山區八德路二段二九七號,,
普大牙醫診所,中山區,臺北市中山區南京東路3段195、197號,,
大富牙醫診所,中山區,臺北市中山區錦州街４２１號,,
照安牙醫診所,中山區,臺北市中山區中山北路一段９６巷２５號,,
泰祺牙醫診所,中山區,臺北市中山區天祥路７０號,,
祐德牙醫診所,中山區,臺北市中山區興安街五十一之七號,,
欣林牙醫診所,中山區,臺北市中山區長春路６２號,,
嘉新牙醫診所,中山區,臺北市中山區民生東路二段１２０號,,
大千牙醫診所,中山區,臺北市中山區長安東路二段169-12號,,
中二牙醫診所,中山區,臺北市中山區中山北路二段84巷1號,,
歐嘉得牙醫診所,中山區,臺北市中山區民生東1段58號,,
景福牙醫診所,中山區,臺北市中山區八德路二段３３３號,,
印象牙醫診所,中山區,臺北市中山區民權東路二段一０八號,,
遠見牙醫診所,中山區,臺北市中山區龍江路一二四巷二號,,
鴻生牙醫診所,中山區,臺北市中山區長春路378號,,
新現代牙醫診所,中山區,臺北市中山區南京東路一段３４號,,
久大牙醫診所,中山區,臺北市中山區新生北路三段８７巷１７號,,
承新牙醫診所,中山區,臺北市中山區吉林路317號,,
松安牙醫診所,中山區,臺北市中山區松江路２３５巷３２號,,
佳慶牙醫診所,中山區,臺北市中山區長安東路二段40之1號,,
瑞祥牙醫診所,中山區,臺北市中山區中原街１５１號,,
天心牙醫診所,中山區,臺北市中山區中山北路二段７７巷３９號,,
田青牙醫診所,中山區,臺北市中山區北安路六二九號,,
承正牙醫診所,中山區,臺北市中山區中山北路二段七十七巷二號,,
華齡牙醫診所,中山區,臺北市中山區建國北路三段１０１號,,
群嚮牙醫診所,中山區,臺北市中山區建國北路二段116巷5號,,
崧江牙醫診所,中山區,臺北市中山區錦州街三二七號,,
黃大偉牙醫診所,中山區,臺北市中山區農安街12號,,
大明牙醫診所,中山區,臺北市中山區雙城街２之４號,,
陳均牙醫診所,中山區,臺北市中山區天津街六十二號,,
靜心牙醫診所,中山區,臺北市中山區長安東路二段６４號,,
高標準牙醫診所,中山區,臺北市中山區北安路６０８巷４弄６號,,
弘丞牙醫診所,中山區,臺北市中山區興安街91號,,
常青牙醫診所,中山區,臺北市中山區中山北路2段39巷2號,,
志安牙醫診所,中山區,臺北市中山區北安路６０８巷１號,,
智欽牙醫診所,中山區,臺北市中山區北安路６０８巷４弄１１號,,
迪士尼數位美學牙醫診所,中山區,臺北市中山區北安路554巷8弄1號,,
北安牙醫診所,中山區,臺北市中山區北安路630巷11號,,
北大牙醫診所,中山區,臺北市中山區農安街116號,,
陽順牙醫診所,中山區,臺北市中山區松江路287之3號,,
民安牙醫診所,中山區,臺北市中山區林森北路一五九巷十號,,
百年牙醫診所,中山區,臺北市中山區龍江路364號,,
惠潔牙醫診所,中山區,臺北市中山區民權西路34號,,
曾賢德牙醫診所,中山區,臺北市中山區農安街４９號,,
威世牙醫診所,中山區,臺北市中山區復興北路６６號,,
雙城牙醫診所,中山區,臺北市中山區雙城街18巷8號,,
日進牙醫診所,中山區,臺北市中山區長春路124號,,
滋和堂中醫診所,中山區,臺北市中山區新生北路1段59之1號,,
鐳力中醫診所,中山區,臺北市中山區民權東路一段63號,,
龍心堂中醫診所,中山區,臺北市中山區民權東路三段53號,,
常生中醫診所,中山區,臺北市中山區長安東路二段47號,,
仁心堂中醫診所,中山區,臺北市中山區長春路326號,,
漢坤中醫診所,中山區,臺北市中山區北安路458巷41弄40號,,
信德中醫診所,中山區,臺北市中山區遼寧街３５號,,
悅世牙醫診所,中山區,臺北市中山區明水路581巷25號,,
恆美牙醫診所,中山區,臺北市中山區長春路20號,,
恩慈牙醫診所,中山區,臺北市中山區北安路630巷5號,,
品誠牙醫診所,中山區,臺北市中山區遼寧街145號,,
安美牙醫診所,中山區,臺北市中山區明水路653號,,
吉林牙醫診所,中山區,臺北市中山區吉林路２５４號,,
龍江牙醫診所,中山區,臺北市中山區南京東路三段118號,,
品維牙醫診所,中山區,臺北市中山區中山北路二段５９巷１號,,
偉格牙醫診所,中山區,臺北市中山區北安路６３9號,,
高國良中醫診所,中山區,臺北市中山區民權西路７０巷４３弄１號,,
立生中醫診所,中山區,臺北市中山區長安東路二段４９號,,
漢明中醫診所,中山區,臺北市中山區錦州街３３６號,,
惠普牙醫診所,中山區,臺北市中山區錦州街４５０號,,
東昇牙醫診所,中山區,臺北市中山區民生東路二段98號,,
睦霖復健科診所,中山區,臺北市中山區松江路274號,,
國防部醫務組牙醫診所,中山區,臺北市中山區北安路409號,,
元氣堂中醫診所,中山區,臺北市中山區吉林路223號,,
仁光牙醫診所,中山區,臺北市中山區民生東路一段１０號,,
永育樂群診所,中山區,臺北市中山區樂群二路210之2號,,
千代田八千代診所,中山區,臺北市中山區南京西路1號,,
晶緻美學診所,中山區,臺北市中山區南京西路1之1號,,
德惠牙醫診所,中山區,臺北市中山區德惠街33號,,
健康牙醫診所,中山區,臺北市中山區吉林路232號,,
常春藤牙醫診所,中山區,臺北市中山區長春路348之5號,,
宏仁診所,中山區,臺北市中山區長安東路二段17號,,
永潔牙醫診所,中山區,臺北市中山區吉林路26巷17號,,
爵世牙醫診所,中山區,臺北市中山區中山北路二段179號,,
中山璀璨診所,中山區,臺北市中山區南京西路1之2號,,
雅得麗生活診所,中山區,臺北市中山區中山北路二段33號,,
張文乾牙醫診所,中山區,臺北市中山區中山北路一段５８號,,
華城牙醫診所,中山區,臺北市中山區雙城街8號,,
鄭志誠小兒科診所,中山區,臺北市中山區民生東路一段八號,,
品君中醫診所,中山區,臺北市中山區松江路330巷15號,,
大直復健科診所,中山區,臺北市中山區北安路630巷25弄16號,,
怡仁診所,中山區,臺北市中山區中山北路1段82號,,
陽安牙醫診所,中山區,臺北市中山區民權東路二段152巷3號,,
葛萊美診所,中山區,臺北市中山區南京東路二段26號,,
伯樂牙醫診所,中山區,臺北市中山區中山北路1段101號,,
喜信牙醫診所,中山區,臺北市中山區合江街一四四巷八號,,
正恩耳鼻喉科診所,中山區,臺北市中山區錦州街321號,,
祺甯牙醫診所,中山區,臺北市中山區長安東路二段４９號,,
段原齒顎矯正牙醫診所,中山區,臺北市中山區松江路100巷1號,,
鼎昌中醫診所,中山區,臺北市中山區南京東路3段200號,,
瑞新時尚診所,中山區,臺北市中山區植福路308號,,
偉俐民生診所,中山區,臺北市中山區龍江路245號,,
晴光診所,中山區,臺北市中山區林森北路556號,,
皙妍診所,中山區,臺北市中山區新生北路2段53之3號,,
台北維德診所,中山區,臺北市中山區民權東路3段66號,,
有聲中醫診所,中山區,臺北市中山區中原街50號,,
林國榮中醫診所,中山區,臺北市中山區民生東路二段112號,,
禾儒中醫診所,中山區,臺北市中山區松江路268號,,
楊光榮嗓音耳鼻喉科診所,中山區,臺北市中山區民權東路二段56號,,
卓越健康診所,中山區,臺北市中山區復興北路166號,,
澄心診所,中山區,臺北市中山區中山北路二段82號,,
復北惠普牙醫診所,中山區,臺北市中山區復興北路三六八號,,
和美牙醫診所,中山區,臺北市中山區南京東路3段89巷27弄15號,,
如意牙醫診所,中山區,臺北市中山區復興南路一段42號,,
王品牙醫診所,中山區,臺北市中山區錦州街360號,,
龍江固亷診所,中山區,臺北市中山區龍江路360號,,
孕醫診所,中山區,臺北市中山區松江路318號,,
尚安診所,中山區,臺北市中山區復興北路350號,,
農安診所,中山區,臺北市中山區農安街62號,,
楊基中醫診所,中山區,臺北市中山區天祥路62號,,
晶緻玥禾診所,中山區,臺北市中山區南京西路1之1號,,
MyHair生髮植鬍診所,中山區,臺北市中山區松江路276號,,
生泉婦產科診所,中山區,臺北市中山區民生東路一段30號,,
林錦榮牙醫診所,中山區,臺北市中山區中山北路二段99號,,
萊佳形象美學診所,中山區,臺北市中山區復興北路48號,,
玩美數位牙醫診所,中山區,臺北市中山區南京東路一段86號,,
朝暉中醫診所,中山區,臺北市中山區龍江路二八一巷一號,,
慶泰牙醫診所,中山區,臺北市中山區錦州街２７８號,,
東方整形外科診所,中山區,臺北市中山區中山北路一段１２２號,,
青山診所,中山區,臺北市中山區林森北路432號,,
景欣中醫診所,中山區,臺北市中山區南京東路二段95號,,
曾婦產科診所,中山區,臺北市中山區長安東路二段11之1號,,
黃建榮婦產科診所,中山區,臺北市中山區南京東路二段100號,,
李義男婦產科診所,中山區,臺北市中山區中山北路二段７１號,,
品漾診所,中山區,臺北市中山區松江路274號,,
欣妍診所,中山區,臺北市中山區松江路46巷12號,,
周昱青診所,中山區,臺北市中山區中山北路二段162號,,
中美診所,中山區,臺北市中山區南京東路3段210號,,
全美牙醫診所,中山區,臺北市中山區德惠街１７號,,
聖偉牙醫診所,中山區,臺北市中山區民權東路2段85號,,
爵世美學牙醫診所,中山區,臺北市中山區雙城街19巷6號,,
繼承婦產科診所,中山區,臺北市中山區松江路276號,,
陽安日和齒顎矯正專科牙醫診所,中山區,臺北市中山區民權東路2段152巷2之1號,,
陳博光教授診所,中山區,臺北市中山區長安東路二段1號,,
駿琳大直中醫診所,中山區,臺北市中山區北安路598之1號,,
南京京都堂中醫診所,中山區,臺北市中山區南京東路一段100號,,
簡雅緻牙醫診所,中山區,臺北市中山區中山北路2段9號,,
大台北牙醫診所,中山區,臺北市中山區南京東路三段29號,,
慎德堂中醫診所,中山區,臺北市中山區復興北路70號,,
長榮中醫診所,中山區,臺北市中山區吉林路245號,,
魔法牙醫診所,中山區,臺北市中山區南京東路三段9號,,
聖和骨外科診所,中山區,臺北市中山區農安街138之1號,,
全真堂中醫診所,中山區,臺北市中山區中山北路三段55巷7號,,
美無極美學診所,中山區,臺北市中山區樂群二路103號,,
陽光牙醫診所,中山區,臺北市中山區南京東路二段174號,,
益曼中醫診所,中山區,臺北市中山區一江街31之1號,,
上直診所,中山區,臺北市中山區北安路458巷41弄49號,,
春風牙醫診所,中山區,臺北市中山區中山北路二段99號,,
李宜霖診所,中山區,臺北市中山區植福路296號,,
明水牙醫診所,中山區,臺北市中山區明水路三九七巷七弄六二號,,
慕光牙醫診所,中山區,臺北市中山區南京東路二段75號,,
晴光中醫診所,中山區,臺北市中山區雙城街4巷2號,,
東方八千代診所,中山區,臺北市中山區南京西路1之1號,,
福田中醫診所,中山區,臺北市中山區復興北路３５０號,,
京元中醫診所,中山區,臺北市中山區松江路378號,,
信心牙醫診所,中山區,臺北市中山區民權東路三段55號,,
楊錦標神經科診所,中山區,臺北市中山區民生西路24號,,
嚴牙醫診所,中山區,臺北市中山區大直街34巷14號,,
豐正牙醫診所,中山區,臺北市中山區松江路２８９之８０2號,,
甯境牙醫診所,中山區,臺北市中山區明水路672巷27號,,
南西好萊塢診所,中山區,臺北市中山區南京東路一段24號,,
詠樂中醫診所,內湖區,臺北市內湖區內湖路１段373號,,
優生活牙醫診所,內湖區,臺北市內湖區文德路169號,,
德威先進牙醫診所,內湖區,臺北市內湖區內湖路一段659號,,
日新診所,內湖區,臺北市內湖區成功路五段446號,,
永霖牙醫診所,內湖區,臺北市內湖區內湖路一段６７３號,,
康研診所,內湖區,臺北市內湖區堤頂大道二段409號,,
內湖大學眼科診所,內湖區,臺北市內湖區文德路100號,,
維尚泌尿科診所,內湖區,臺北市內湖區內湖路1段300號,,
夏一新身心精神科診所,內湖區,臺北市內湖區成功路三段143號,,
鍾醫中醫診所,內湖區,臺北市內湖區康寧路三段31號,,
施耳鼻喉科診所,內湖區,臺北市內湖區東湖路127號,,
鴻成中醫診所,內湖區,臺北市內湖區康樂街86號,,
大方牙醫診所,內湖區,臺北市內湖區文德路２號,,
明品牙醫診所,內湖區,臺北市內湖區內湖路2段265號,,
誠心牙醫診所,內湖區,臺北市內湖區內湖路一段２８５巷６５弄２３號,,
欣悅牙醫診所,內湖區,臺北市內湖區康寧路三段159號,,
小禾馨民權小兒專科診所,內湖區,臺北市內湖區行忠路191號,,
榮欣骨科診所,內湖區,臺北市內湖區內湖路一段617號,,
內湖雅德思牙醫診所,內湖區,臺北市內湖區瑞光路108號,,
仁弘耳鼻喉科診所,內湖區,臺北市內湖區內湖路1段737巷50弄33號,,
王慶森診所,內湖區,臺北市內湖區港墘路６5號,,
大湖牙醫診所,內湖區,臺北市內湖區成功路四段334號,,
曜暘診所,內湖區,臺北市內湖區民權東路六段123巷8號,,
榮登牙醫診所,內湖區,臺北市內湖區金龍路113號,,
維欣牙醫診所,內湖區,臺北市內湖區文德路208巷14號,,
育睿診所,內湖區,臺北市內湖區內湖路1段217巷35號,,
維晟牙醫診所,內湖區,臺北市內湖區港墘路115號,,
圓覺中醫診所,內湖區,臺北市內湖區環山路1段130號,,
惟君美學牙醫診所,內湖區,臺北市內湖區民權東路六段168號,,
濟淵堂中醫診所,內湖區,臺北市內湖區內湖路1段737巷50弄37號,,
興雅牙醫診所,內湖區,臺北市內湖區港墘路５３號,,
東湖牙醫診所,內湖區,臺北市內湖區康樂街８９號,,
麗康診所,內湖區,臺北市內湖區金湖路362號,,
文華內湖中醫診所,內湖區,臺北市內湖區成功路四段 338號,,
陽光活力診所,內湖區,臺北市內湖區瑞光路500號,,
美立華牙醫診所,內湖區,臺北市內湖區內湖路一段27號,,
伊凡維納診所,內湖區,臺北市內湖區金莊路26號,,
維克多診所,內湖區,臺北市內湖區行善路385號,,
葫洲診所,內湖區,臺北市內湖區康寧路三段35、37號,,
善品中醫診所,內湖區,臺北市內湖區成功路4段30巷22號,,
恆新復健科診所,內湖區,臺北市內湖區瑞光路337號,,
信任中醫診所,內湖區,臺北市內湖區東湖路106巷14號,,
德威國際牙醫口腔醫院,內湖區,臺北市內湖區內湖路一段659號,,
紐大牙醫診所,內湖區,臺北市內湖區文德路71號,,
瑞康診所,內湖區,臺北市內湖區江南街96巷3號,,
哈佛診所,內湖區,臺北市內湖區內湖路1段296號,,
德威國際牙醫診所,內湖區,臺北市內湖區內湖路一段659號,,
優秀牙醫診所,內湖區,臺北市內湖區內湖路一段659號,,
新東京牙醫診所,內湖區,臺北市內湖區成功路四段2號,,
戴念國骨科診所,內湖區,臺北市內湖區行忠路57號,,
唯有健康診所,內湖區,臺北市內湖區行善路116號,,
奇樂三醫整合醫學診所,內湖區,臺北市內湖區瑞光路337號,,
年代牙醫診所,內湖區,臺北市內湖區康寧路3段56巷11號,,
理真診所,內湖區,臺北市內湖區金豐街16號,,
內湖101健康管理診所,內湖區,臺北市內湖區瑞光路337號,,
力康復健科診所,內湖區,臺北市內湖區內湖路1段358號,,
高峰診所,內湖區,臺北市內湖區內湖路2段39號,,
瑞宏診所,內湖區,臺北市內湖區瑞光路258巷31號,,
內湖身心精神科診所,內湖區,臺北市內湖區內湖路1段439號,,
藝群內湖診所,內湖區,臺北市內湖區成功路4段58號,,
保安診所,內湖區,臺北市內湖區東湖路141之1號,,
霍普金斯診所,內湖區,臺北市內湖區洲子街194號,,
喬治牙醫診所,內湖區,臺北市內湖區康寧路3段23號,,
內湖美麗爾診所,內湖區,臺北市內湖區瑞光路478巷22號,,
內湖全美診所,內湖區,臺北市內湖區內湖路1段360巷2之1號,,
舒美牙醫診所,內湖區,臺北市內湖區東湖路122號,,
禾馨眼科診所,內湖區,臺北市內湖區行忠路195號,,
全新圓診所,內湖區,臺北市內湖區瑞光路26巷36弄2號,,
瀚威中醫診所,內湖區,臺北市內湖區新明路277號,,
佳霖診所,內湖區,臺北市內湖區東湖路147號,,
格唯牙醫診所,內湖區,臺北市內湖區星雲街97號,,
書拉密美學診所,內湖區,臺北市內湖區成功路4段57號,,
未來醫檢臨床病理科專科診所,內湖區,臺北市內湖區陽光街351號,,
瑞佛健康管理診所,內湖區,臺北市內湖區民權東路6段8號,,
馬丁健康管理診所,內湖區,臺北市內湖區行忠路28巷1號,,
聿麒中醫診所,內湖區,臺北市內湖區五分街93號,,
抱抱心身醫學診所,內湖區,臺北市內湖區文德路70號,,
禾馨內湖內科診所,內湖區,臺北市內湖區行忠路189號,,
樂善診所,內湖區,臺北市內湖區行善路260號,,
紫陽診所,內湖區,臺北市內湖區內湖路1段118號,,
湖美牙醫診所,內湖區,臺北市內湖區成功路4段8號,,
佳鄰中醫診所,內湖區,臺北市內湖區文德路238號,,
馬思特診所,內湖區,臺北市內湖區成功路四段５３號,,
康寧醫療財團法人康寧醫院,內湖區,臺北市內湖區成功路五段４２０巷２６號,,
騏安中醫診所,內湖區,臺北市內湖區金湖路386號,,
內湖中醫診所,內湖區,臺北市內湖區成功路三段１７４巷１號,,
欣仁牙醫診所,內湖區,臺北市內湖區內湖路一段２８５巷２７弄５號,,
和慶中醫診所,內湖區,臺北市內湖區成功路四段58號,,
深博牙醫診所,內湖區,臺北市內湖區成功路三段１４３號,,
金陽牙醫診所,內湖區,臺北市內湖區康樂街78號,,
鴻文婦產科診所,內湖區,臺北市內湖區成功路四段５２號,,
思維診所,內湖區,臺北市內湖區文德路25號,,
舒湖牙醫診所,內湖區,臺北市內湖區石潭路53號,,
喜悅牙醫診所,內湖區,臺北市內湖區內湖路一段248號,,
芮森醫學診所,內湖區,臺北市內湖區新湖三路215號,,
永育醫療大湖診所,內湖區,臺北市內湖區成功路4段366號,,
建榮中醫診所,內湖區,臺北市內湖區成功路3段174巷16號,,
龍昌牙醫診所,內湖區,臺北市內湖區金龍路１３９號,,
祐生復健科診所,內湖區,臺北市內湖區康寧路三段54之7號,,
達美皮膚專科診所,內湖區,臺北市內湖區成功路四段２２０號,,
心美牙醫診所,內湖區,臺北市內湖區成功路3段174巷14號,,
元康牙醫診所,內湖區,臺北市內湖區康寧路3段165巷23弄3號,,
東成診所,內湖區,臺北市內湖區民權東路六段495號,,
內湖長春診所,內湖區,臺北市內湖區民權東路六段64號,,
平安牙醫診所,內湖區,臺北市內湖區內湖路二段52-3號,,
文德牙醫診所,內湖區,臺北市內湖區東湖路113巷66號,,
安政牙醫診所,內湖區,臺北市內湖區文德路二十二巷四十一號,,
陳德駿婦產科診所,內湖區,臺北市內湖區文德路８號,,
陳森豊診所,內湖區,臺北市內湖區環山路一段２號,,
魏穀年診所,內湖區,臺北市內湖區內湖路一段４０３號,,
振興內兒科診所,內湖區,臺北市內湖區成功路三段１９３號,,
丁大元診所,內湖區,臺北市內湖區東湖路119巷49弄4號,,
徐醫師診所,內湖區,臺北市內湖區東湖路５３號,,
東湖張耳鼻喉科診所,內湖區,臺北市內湖區康寧路三段１６９號,,
誠康診所,內湖區,臺北市內湖區內湖路一段585號,,
湖光皮膚專科診所,內湖區,臺北市內湖區成功路4段59之1號,,
康民牙醫診所,內湖區,臺北市內湖區成功路四段339號,,
祐康中醫診所,內湖區,臺北市內湖區文德路210巷30弄23號,,
信光牙醫診所,內湖區,臺北市內湖區成功路四段４２號,,
微笑牙醫診所,內湖區,臺北市內湖區康樂街２０巷１號,,
名嘉牙醫診所,內湖區,臺北市內湖區民權東路六段１２６號,,
晴安診所,內湖區,臺北市內湖區內湖路一段709之1號,,
德康牙醫診所,內湖區,臺北市內湖區金龍路一號,,
丰采牙醫診所,內湖區,臺北市內湖區內湖路2段391號,,
錸雅牙醫診所,內湖區,臺北市內湖區星雲街１２６號,,
紫陽復健科診所,內湖區,臺北市內湖區文德路208巷8號,,
博雅牙醫診所,內湖區,臺北市內湖區康樂街２０巷５號,,
元德牙醫診所,內湖區,臺北市內湖區新明路３６６號,,
庭軒牙醫診所,內湖區,臺北市內湖區康寧路1段104號,,
國泰醫療財團法人內湖國泰診所,內湖區,臺北市內湖區瑞光路337號,,
栩仕診所,內湖區,臺北市內湖區文湖街88號,,
成功皮膚科診所,內湖區,臺北市內湖區成功路3段162之1號,,
維仁診所,內湖區,臺北市內湖區民權東路六段136巷4號,,
双湖中醫診所,內湖區,臺北市內湖區江南街18號,,
品牙醫診所,內湖區,臺北市內湖區成功路四段175號,,
愛惟美診所,內湖區,臺北市內湖區內湖路一段300號,,
康樂診所,內湖區,臺北市內湖區康樂街80號,,
內湖翰林眼科診所,內湖區,臺北市內湖區成功路3段183號,,
林登山耳鼻喉科診所,內湖區,臺北市內湖區文德路96號,,
似真牙醫診所,內湖區,臺北市內湖區洲子街151號,,
宸采牙醫診所,內湖區,臺北市內湖區大湖山莊街157號,,
麗馨中醫診所,內湖區,臺北市內湖區東湖路120號,,
瑞健診所,內湖區,臺北市內湖區瑞光路258巷37號,,
禾安耳鼻喉科診所,內湖區,臺北市內湖區康寧路一段75號,,
全心圓診所,內湖區,臺北市內湖區瑞光路26巷36弄2號,,
禾馨內湖婦幼診所,內湖區,臺北市內湖區民權東路六段42號,,
連安診所,內湖區,臺北市內湖區內湖區路一段619號,,
涵堤牙醫診所,內湖區,臺北市內湖區內湖路一段379號,,
仁亨牙醫診所,內湖區,臺北市內湖區瑞光路285號,,
新明診所,內湖區,臺北市內湖區新明路386號,,
臻澄中醫診所,內湖區,臺北市內湖區港華街99號,,
禾馨民權婦幼診所,內湖區,臺北市內湖區民權東路六段42號,,
錦禾中醫診所,內湖區,臺北市內湖區港墘路121號,,
湖欣診所,內湖區,臺北市內湖區成功路四段327號,,
心力合診所,內湖區,臺北市內湖區民權東路六段165、167、169、171號,,
適康復健科診所,內湖區,臺北市內湖區文德路141、143號,,
韻德中醫診所,內湖區,臺北市內湖區港墘路55號,,
晴渼皮膚專科診所,內湖區,臺北市內湖區內湖路1段667巷3號,,
文湖牙醫診所,內湖區,臺北市內湖區文德路275號,,
永長欣診所,內湖區,臺北市內湖區行善路397號,,
美學地圖牙醫診所,內湖區,臺北市內湖區港墘路19號,,
明美牙醫診所,內湖區,臺北市內湖區瑞光路478巷18弄32號,,
萬安堂中醫診所,內湖區,臺北市內湖區文德路２２巷９弄４２號,,
卓家泉安堂老舖中醫診所,內湖區,臺北市內湖區內湖路二段三五三號,,
林德中醫診所,內湖區,臺北市內湖區港墘路２３號,,
麗正牙醫診所,內湖區,臺北市內湖區港墘路１０１號,,
文心牙醫診所,內湖區,臺北市內湖區內湖路一段７３７巷５０弄３１號,,
北一牙醫診所,內湖區,臺北市內湖區東湖路８８號,,
健恩牙醫診所,內湖區,臺北市內湖區星雲街１７－２號,,
仁宏牙醫診所,內湖區,臺北市內湖區康樂街８５巷４號,,
宏欣牙醫診所,內湖區,臺北市內湖區成功路四段五十九號,,
敬偉牙醫診所,內湖區,臺北市內湖區內湖路二段３９－１號,,
明湖牙醫診所,內湖區,臺北市內湖區民權東路六段２９６巷１１３號,,
傑出牙醫診所,內湖區,臺北市內湖區成功路四段六十一巷二十一號,,
麗湖牙醫診所,內湖區,臺北市內湖區內湖路二段１００號,,
前衛牙醫診所,內湖區,臺北市內湖區內湖路一段387巷3弄6號,,
林俊民牙醫診所,內湖區,臺北市內湖區文德路２10巷30弄7號,,
康鄰牙醫診所,內湖區,臺北市內湖區星雲街130號,,
菁華牙醫診所,內湖區,臺北市內湖區安康路486號,,
湖山牙醫診所,內湖區,臺北市內湖區金龍路一五○號,,
專加牙醫診所,內湖區,臺北市內湖區康寧路一段七十三號,,
麗緻牙醫診所,內湖區,臺北市內湖區內湖路一段六○九號,,
弘康復健科診所,內湖區,臺北市內湖區成功路五段八十一號,,
顏鳳麟婦產科診所,內湖區,臺北市內湖區成功路四段28號,,
