"場所ID","場所名稱","場所縣市","場所區域","場所地址","場所分類","場所類型","場所描述","AEDID","AED放置地點","AED地點描述","地點LAT","地點LNG","周一至周五起","周一至周五迄","周六起","周六迄","周日起","周日迄","開放使用時間備註","開放時間緊急連絡電話"
"9180","社團法人嘉義市脊髓損傷者協會","嘉義市","東區","嘉義市東區盧義路367巷36號","其他","其他場所","","8168","一樓多功能教室前","協會大門進入後直走約50公尺，在一樓多功能教室前","23.493204","120.481278","08:00:00","17:00:00","","","","","星期六、星期日休息","05-2771030"
"1778","德明財經科技大學(綜合大樓)","臺北市","內湖區","臺北市內湖區環山路1段56號","學校、大型集會場所","大專院校","","8169","綜合大樓六樓重量訓練室門口處","綜合大樓六樓重量訓練室門口處","25.086706","121.565225","07:00:00","22:00:00","07:00:00","22:00:00","07:00:00","22:00:00","","02-26585801-2241"
"8522","台東市公所","臺東縣","臺東市","臺東縣臺東市博愛路365號","其他","其他場所","","8170","台東市公所大門左側","大門口進來的左邊","22.754414","121.146706","08:00:00","17:30:00","","","","","","325301"
"1689","國立大湖高級農工職業學校","苗栗縣","大湖鄉","苗栗縣大湖鄉大寮村竹高屋68號","學校、大型集會場所","高中職","","8175","警衛室","警衛室內","24.421201","120.861492","08:00:00","17:00:00","","","","","","037-992216"
"10055","嘉義市肉品市場股份有限公司","嘉義市","西區","嘉義市西區北新里1鄰文化路1091號","其他","其他場所","","8177","守衛室","本公司大門口守衛室內","23.507519","120.435572","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","24小時開放","05-2310157轉22"
"15430","永豐餘消費品實業股份有限公司楊梅廠","桃園市","楊梅區","桃園市楊梅區梅高路二段668巷70號","其他","其他場所","","8179","廠務室入口左側","廠務室入口處左側牆壁上方","24.948255","121.150747","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","03-4339066#6663"
"3238","天主教道明高級中學","高雄市","苓雅區","高雄市苓雅區建國一路354號","學校、大型集會場所","高中職","","8186","大門口傳達室","天主教道明高級中學大門口旁傳達室牆壁上，目標明顯","22.633372","120.322786","06:30:00","21:30:00","06:30:00","21:30:00","06:30:00","21:30:00","","9656441"
"1634","八仙洞遊憩區","臺東縣","長濱鄉","臺東縣長濱鄉三間村水母丁1-3號","觀光旅遊地區","國家級風景區","","8188","遊客中心內","服務櫃台旁","23.395094","121.475256","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","","089881418"
"13083","東部海岸國家風景區-花蓮遊客中心","花蓮縣","壽豐鄉","花蓮縣壽豐鄉鹽寮村大坑5號","觀光旅遊地區","國家級風景區","","8189","服務中心大廳","遊客中心內大廳","23.904446","121.602999","08:30:00","17:30:00","08:30:00","17:30:00","","","","03-8671326"
"1636","海洋環境教室","臺東縣","成功鎮","臺東縣成功鎮港邊路5-1號","觀光旅遊地區","國家級風景區","","8191","遊客中心內","門口左側","23.099167","121.38026","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","","089881418"
"4267","雲林縣斗南鎮立幼兒園","雲林縣","斗南鎮","雲林縣斗南鎮新崙里港墘2號","其他","其他場所","","8203","辦公室門口","於大門口進來~直走到底，右手邊走廊(辦公室外)","23.676272059377","120.44685558139","08:00:00","16:30:00","00:00:00","00:00:00","00:00:00","00:00:00","","0975867977"
"22298","台南市立永仁高中","臺南市","永康區","臺南市永康區忠孝路號","學校、大型集會場所","國中","1.健康中心
2.操場中正堂
3.高中部走道","8205","永仁高中健康中心","永仁高中健康中心","23.003355","120.240812","08:00:00","17:00:00","","","","","寒暑假不開放","06-3115538轉25"
"13862","博嘉運動公園","臺北市","文山區","臺北市文山區木柵路4段159巷16號","學校、大型集會場所","健身中心","","8209","1F服務臺後方","1F服務台正後方鐵櫃上","25.000322649405","121.57527228178","05:30:00","22:00:00","05:30:00","22:00:00","05:30:00","22:00:00","","02-2239-5494分機9"
"3719","桃園縣平鎮市新勢國小","桃園市","平鎮區","桃園市平鎮區延平路一段181號","學校、大型集會場所","國小","","8216","桃園縣平鎮市新勢國小","健康中心","24.959115","121.224538","08:00:00","17:00:00","","","","","","03-4937563*312"
"2541","新北市永續環境教育中心","新北市","八里區","新北市八里區觀海大道36號","大型休閒場所","博物館","1.場館開放參觀時間為每周二至日上午9:30至中午12:30、下午1:30至傍晚5:00。
2.AED置於場館外，24小時皆可取用。","8217","正門右側外面","面對環教中心右側外面","25.160619","121.430324","09:30:00","17:00:00","","","","","","0922-330-398"
"2787","苗栗縣後龍鎮後龍國民小學","苗栗縣","後龍鎮","苗栗縣後龍鎮大庄里成功路254號","學校、大型集會場所","國小","","8219","健康中心外右側牆壁上","後棟大樓中廊旁","24.61390613838","120.79588486132","07:30:00","04:00:00","","","","","星期一至星期五上班日，星期六、日休息。","037-722049*821"
"3295","衛生福利部國民健康署","臺中市","西區","臺中市西區民權路95號","其他","其他場所","","8285","進大門電梯口旁","放置於警衛位子與電梯中間","24.138264","120.679285","08:00:00","18:00:00","00:00:00","00:00:00","00:00:00","00:00:00","非上班日","04-22172273"
"2916","國營臺灣鐵路股份有限公司田中站","彰化縣","田中鎮","彰化縣田中鎮中州路1段1號","交通要衝","台鐵車站","","8296","田中火車站","站長室前","23.857974","120.591431","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","04-8742142"
"13549","七星潭安檢所","花蓮縣","新城鄉","花蓮縣新城鄉大漢村七星街56巷12號","學校、大型集會場所","","","8300","值班室","1樓值班室","24.027212","121.631147","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","全年全天候24小時服務","03-8230934"
"2572","中央健康保險署南區業務組","臺南市","中西區","臺南市中西區公園路96號","其他","其他場所","","8304","一樓聯合服務中心","南區業務組1樓大門入口左側","22.996741","120.206699","08:30:00","17:30:00","","","","","例假日及國定假日無對外開放","06-2245678"
"3444","伽藍漁港安檢所","臺東縣","臺東市","臺東縣臺東市富岡里富岡街299號","交通要衝","港區旅客服務區","","8307","安檢所值班台","值班桌右後方，進入安檢所即可看到","22.791296","121.19113","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","全年無休，24小時開放為民服務","089-280468"
"15835","國營臺灣鐵路股份有限公司-新城站","花蓮縣","新城鄉","花蓮縣新城鄉新興1路73號","交通要衝","台鐵車站","","8308","剪票口","剪票口旁牆邊","24.127524","121.640866","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","038611237"
"1849","銘傳大學金門分部","金門縣","金沙鎮","金門縣金沙鎮德明路105號","學校、大型集會場所","大專院校","","8310","綜合教學大樓一樓","綜合教學大樓一樓大廳櫃檯旁","24.500938","118.401353","08:00:00","17:00:00","00:00:00","00:00:00","00:00:00","","七、八月開放時間為周一至周四上午8點至下午4點，國定假日不開放","082355233"
"16146","臺北市大同區雙蓮國民小學","臺北市","大同區","臺北市大同區錦西街51號","其他","其他場所","","8312","健康中心內","第3棟1樓第1間健康中心內鐵櫃裡","25.061047","121.516712","07:30:00","16:30:00","","","","","","02-25570309#1026"
"5981","桃園市立壽山高級中等學校","桃園市","龜山區","桃園市龜山區大同路23號","學校、大型集會場所","高中職","","8320","學務處旁走廊","學務處與健康中心間的走廊","24.994581","121.34098","","","","","","","全年不開放，除非外借場地","03-3501778*317"
"11310","國立屏東科技大學(室內體育館)/屏東縣內埔鄉老埤村學府路1號","屏東縣","內埔鄉","屏東縣內埔鄉老埤村學府路1號","學校、大型集會場所","大專院校","","8328","屏東科技大學(室內體育館)","體育館大門口正前方","22.642621","120.613366","08:00:00","17:00:00","08:00:00","17:00:00","","",""," 0921547119 "
"4371","新北市立大觀國民中學","新北市","板橋區","新北市板橋區僑中一街1號","學校、大型集會場所","國中","","8338","健康中心門口右側牆上","活力樓1樓健康中心門口右側牆上","25.011179","121.448429","08:00:00","17:00:00","","","","","","22725015-825"
"4209","桃園縣私立慈庭老人長期照護中心","桃園市","桃園區","桃園市桃園區新生路165號6F之2","其他","其他場所","","8344","門口牆邊","訪客出入門口牆邊","24.996222","121.308045","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","","03-3319379"
"2757","新北市政府警察局三峽分局北大派出所","新北市","三峽區","新北市三峽區學成路396號","其他","其他場所","","8385","本所值班台前","派出所值班台前","24.944184274779","121.37802581022","","","","","","","","26730561"
"2584","苗栗縣頭份鎮六合國民小學","苗栗縣","頭份市","苗栗縣頭份市東庄里民族路252號","學校、大型集會場所","國小","","8394","活動中心","入校門正門後左轉到底即達","24.685705","120.900679","08:00:00","17:00:00","","","","","","037-663065"
"8535","國立中央大學","桃園市","中壢區","桃園市中壢區中大路300號","學校、大型集會場所","大專院校","","8403","中正圖書館-學生事務處門口","中正圖書館-學生事務處門口","24.968498","121.193672","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","03-2805666"
"6264","台元科技園區","新竹縣","竹北市","新竹縣竹北市台元一街6號","其他","其他場所","","8404","五期Q棟台元一街6號","1樓大廳","24.841351","121.018983","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-5526290"
"1851","福德里辦公處","新北市","三重區","新北市三重區重新路四段244巷7弄20號","其他","其他場所","","8411","福德里辦公處","三重福德里里長辦公處","25.052864","121.487007","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","0935787572"
"16024","姚思美時尚診所","彰化縣","員林市","彰化縣員林市員林大道5段120號","其他","其他場所","","8421","姚思美時尚診所","所內之檔案室","23.97227","120.568246","09:00:00","19:30:00","09:00:00","18:00:00","","","星期日公休","04-8318893"
"20452","彰化中央路郵局","彰化縣","彰化市","彰化縣彰化市中央路270號","其他","其他場所","","8427","本局營業廳","進營業廳右側","24.068132982212","120.52693780511","08:30:00","17:00:00","","","","","國定休假日不提供服務","04-7616690#221"
"2343","南區遊客中心","彰化縣","鹿港鎮","彰化縣鹿港鎮青雲路2號","觀光旅遊地區","地方政府主管風景區","","8428","南區遊客中心","南區遊客中心","24.048868","120.438031","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","0900-1700"
"2265","花蓮縣客家文化會館演藝堂","花蓮縣","吉安鄉","花蓮縣吉安鄉中正路2段58號","其他","其他場所","","8429","花蓮縣客家文化會館演藝堂","花蓮縣客家文化會館演藝堂正門入口內左側。","23.9637","121.589148","08:00:00","17:30:00","00:00:00","00:00:00","00:00:00","00:00:00","星期一至星期五中午12:00至13:30不開放，倘適逢行政院人事行政局所訂為放假日，亦不開放。","0905-250-525"
"1773","登峰國際股份有限公司台中英才台(NOVA資訊廣場台中英才店)","臺中市","西區","臺中市西區英才路508號","大型購物場所","賣場","NOVA資訊廣場台中店","8430","地下一樓電扶梯旁","NOVA資訊廣場英才店地下一樓電扶梯旁","24.151455","120.665068","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","","04-2325-8899"
"8535","國立中央大學","桃園市","中壢區","桃園市中壢區中大路300號","學校、大型集會場所","大專院校","","8432","行政大樓","行政大樓1樓門口","24.968199","121.195203","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","03-2805666"
"19555","台北 NPO 聚落","臺北市","中正區","臺北市中正區重慶南路三段2號","學校、大型集會場所","大專院校","我們匯集多元的社會創新夥伴，發揮集合影響力。","8434","四樓櫃檯旁","我們匯集多元的社會創新夥伴，發揮集合影響力。","25.029596435137","121.5151497292","09:00:00","18:00:00","","","","","","02-23012160"
"4678","NOVA資訊廣場桃園店","桃園市","桃園區","桃園市桃園區復興路99號1、2樓","大型購物場所","商場","","8435","1樓服務台","桃園NOVA服務台旁","24.990657","121.313851","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","農曆春節、中秋除外","(03)3388880"
"1961","嘉義市立嘉義國民中學","嘉義市","東區","嘉義市東區圓福街86號","學校、大型集會場所","國中","懿馨樓1F中廊柱子旁","8438","懿馨樓1樓","體育器材室對面柱子","23.486972","120.46481","08:00:00","21:30:00","08:00:00","17:00:00","08:00:00","17:00:00","","2762625#230"
"2005","7-11便利商店","新北市","三重區","新北市三重區成功路106-2號1樓","大型購物場所","賣場","","8444","7-11便利商店門口","7-11便利商店門口","25.051548","121.487281","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","0935787572"
"21635","葫蘆國小-鷹萬游泳學苑","臺北市","士林區","臺北市士林區環河北路三段95號1F","學校、大型集會場所","健身中心","救生辦公室","8447","救生員辦公室","救生員辦公室","25.082668904187","121.50764848395","","","","","","","","02-28111155"
"4108","工業技術研究院","新竹縣","竹東鎮","新竹縣竹東鎮中興路四段195號","其他","其他場所","","8451","74館","單身宿舍外籃球場附近","24.774092","121.047933","08:05:00","17:00:00","","","","","","03-5820100-16666"
"2070","元培醫事科技大學東側門警衛室","新竹市","香山區","新竹市香山區元培街306號","學校、大型集會場所","大專院校","","8453","元培醫事科技大學-東側門警衛室","東側門警衛室","24.777795","120.940408","08:00:00","22:00:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-6102246"
"4128","工業技術研究院","新竹縣","竹東鎮","新竹縣竹東鎮中興路四段195號","其他","其他場所","","8457","64館","正門口","24.774099","121.047947","08:08:00","17:08:00","","","","","","03-5916110"
"22300","台灣群豐駿科技股份有限公司","臺南市","善化區","臺南市善化區南部科學園區南科八路１２號","其他","其他場所","B棟 CarUX  三樓打卡機旁","8460","台灣群豐駿科技股份有限公司","B棟 台灣群豐駿 三樓打卡機旁","23.115476777972","120.2762952292","","","","","","","此場所不對外開放","(06) 550-1888"
"2376","建國科技大學","彰化縣","彰化市","彰化縣彰化市建寶里001鄰介壽北路１號","學校、大型集會場所","大專院校","","8464","行政大樓","位於行政大樓值勤室前","24.066246","120.550058","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","","047-111111-1462"
"13039","嘉義市立大業實驗國民中學","嘉義市","東區","嘉義市東區大業街57號","學校、大型集會場所","國中","","8465","涵德樓","學務處前面中央穿堂","23.462468","120.454109","08:00:00","17:00:00","","","","","星期六日不開放","05-2223082轉29"
"4109","工業技術研究院","新竹縣","竹東鎮","新竹縣竹東鎮中興路四段195號","其他","其他場所","","8466","14館","大廳右手邊進去直行","24.774099","121.047947","08:02:00","17:02:00","","","","","","03-5916110"
"10233","工業技術研究院","新竹縣","竹東鎮","新竹縣竹東鎮中興路四段195號","其他","其他場所","","8470","西大門警衛室","西大門會客室入口","24.774092","121.047933","07:30:00","17:00:00","","","","","急用告知警衛","03-5916666"
"4129","工業技術研究院","新竹縣","竹東鎮","新竹縣竹東鎮中興路四段195號","其他","其他場所","","8482","52館8F","52館8F 電梯 出來 左手邊 如圖示","24.774092","121.047933","08:00:00","17:00:00","","","","","","03 582 0100-16666"
"5077","財團法人花蓮縣私立博愛居安廬老人長期照顧中心交誼廳","花蓮縣","吉安鄉","花蓮縣吉安鄉吉昌一街258巷11號","其他","其他場所","","8486","二樓交誼廳","二樓護理站對面","23.973086","121.561476","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","","038529789"
"10449","遠東巨城購物中心股份有限公司新竹分公司","新竹市","東區","新竹市東區中央路229號","大型購物場所","商場","","8487","四樓","21世紀櫃位旁
5F下4F手扶梯旁","24.809934","120.975105","11:00:00","21:30:00","11:00:00","22:00:00","11:00:00","21:30:00","","03-6218911"
"5078","財團法人花蓮縣私立博愛居安廬老人長期照顧中心-1樓辦公室","花蓮縣","吉安鄉","花蓮縣吉安鄉吉昌一街258巷11號","其他","其他場所","","8490","1樓辦公室電梯旁","1樓辦公室電梯旁","23.973086","121.561476","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","","038529789"
"8596","台泥DAKA開放生態循環工廠-DAKA","花蓮縣","秀林鄉","花蓮縣秀林鄉花蓮縣秀林鄉和平村和平263號","觀光旅遊地區","文化園區","","8497","DAKA市集","DAKA市集右側門口進去右側牆上","24.310721","121.748189","08:00:00","20:00:00","08:00:00","20:00:00","08:00:00","20:00:00","於20：00後，需請守衛協助取得AED，非開放使用時間之緊急聯絡電話為(03)8682111分機6150","038681412"
"6223","台元科技園區","新竹縣","竹北市","新竹縣竹北市台元街28號","其他","其他場所","","8502","一期E棟台元街28號","1樓大廳","24.842097","121.013829","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-5526290"
"8235","力麗企業(股)有限公司彰化化纖總廠","彰化縣","芳苑鄉","彰化縣芳苑鄉芳苑工業區工業路38號","其他","其他場所","","8516","力麗企業(股)有限公司化纖總廠","力麗化纖總廠大門守衛室","23.923595","120.35522","","","","","","","供廠內員工使用","04-8138168-5319"
"2003","正中日體育事業股份有限公司新竹分公司","新竹市","北區","新竹市北區建功二路63號","學校、大型集會場所","國小","","8518","地下一樓","地下一樓","24.799898","121.003228","08:00:00","21:00:00","08:00:00","20:00:00","09:30:00","17:00:00","每星期一例假公休及國定假日公休","5723800"
"4999","千如電機工業股份有限公司","桃園市","楊梅區","桃園市楊梅區楊湖路1段422號","其他","其他場所","","8529","2F門口","2F門口","24.912322","121.132677","08:00:00","18:00:00","","","","","","03-4788188"
"3598","臺北市萬華親子館","臺北市","萬華區","臺北市萬華區水源路199號2樓","其他","其他場所","位於青年公園內，鄰近高爾夫球場","8534","服務台左側","服務台左側","25.02386","121.506936","09:30:00","17:00:00","09:30:00","17:00:00","09:30:00","17:00:00","週一及國定假日公休","02-23047468"
"21848","臺中市政府環境保護局大肚區清潔隊","臺中市","大肚區","臺中市大肚區華山路388號","其他","其他場所","管理中心入口","8541","管理中心入口","管理中心入口","24.158586187422","120.55254286224","08:00:00","16:00:00","","","","","國定假日不開放","04-26998757"
"8351","逢甲大學","臺中市","西屯區","臺中市西屯區文華路100號","學校、大型集會場所","大專院校","逢甲大學","8546","逢甲大學商學大樓6樓","逢甲大學商學大樓6樓","24.178318","120.649782","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","","04_24517250#4658"
"1962","正中日體育事業股份有限公司(鷹萬游泳學苑竹北分校)","新竹縣","竹北市","新竹縣竹北市中央路3號","學校、大型集會場所","健身中心","","8548","體育館B1(游泳池)","於操場旁體育館B1鷹萬游泳學苑竹北分校櫃檯明顯處","24.834741","121.002407","05:30:00","21:30:00","05:30:00","21:30:00","05:30:00","17:30:00","","035533800"
"4107","工業技術研究院","新竹縣","竹東鎮","新竹縣竹東鎮新竹縣竹東鎮中興路四段195號","其他","其他場所","","8550","52館B1","地下室B1餐廳門口","24.776916","121.045475","08:00:00","15:00:00","","","","","","03-5916110"
"7245","第一產物保險股份有限公司台南分公司","臺南市","中西區","臺南市中西區成功路515號6樓","其他","其他場所","","8552","辦公處所入口右側角落","成功路與臨安路交叉口，連皇大樓6樓","23.002162","120.194912","08:30:00","17:30:00","00:00:00","00:00:00","00:00:00","00:00:00","週休二日及國定假日不營業","06-2585200"
"2997","工業技術研究院","新竹縣","竹東鎮","新竹縣竹東鎮新竹縣竹東鎮中興路四段195號","其他","其他場所","","8554","78館","78館正對門口","24.776916","121.045475","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","03 582 0100-16666"
"2063","財政部北區國稅局花蓮分局","花蓮縣","花蓮市","花蓮縣花蓮市明禮路131號","其他","其他場所","","8559","1F報稅大廳","1F報稅大廳","23.98417","121.606231","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","","03-8311860*404"
"8535","國立中央大學","桃園市","中壢區","桃園市中壢區中大路300號","學校、大型集會場所","大專院校","","8564","綜教館","綜教館1樓大門口","24.970146","121.192748","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","03-2805666"
"8535","國立中央大學","桃園市","中壢區","桃園市中壢區中大路300號","學校、大型集會場所","大專院校","","8567","依仁堂","依仁堂大門口","24.968239","121.191016","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","03-2805666"
"4127","工業技術研究院","新竹縣","竹東鎮","新竹縣竹東鎮中興路四段195號","其他","其他場所","","8569","58館","大廳","24.774099","121.047947","08:06:00","17:06:00","","","","","","03-5916110"
"5268","英屬維京群島商太古可口可樂股份有限公司台灣分公司","桃園市","桃園區","桃園市桃園區興邦路46號","其他","其他場所","","8570","6樓博物館","6樓博物館大門前","24.979912","121.325394","08:00:00","17:00:00","","","","","例假日除外","03-3648800"
"23939","花蓮縣政府婦幼親創園區","花蓮縣","花蓮市","花蓮縣花蓮市府後路2號","其他","其他場所","婦幼親創園區打造以婦幼為主軸 兼具共融、共學、共享、共創、共好 5 大目標的園區 提供縣內婦女成人學習休閒、孩子自由奔跑玩耍的空間，適合全年齡的共學空間。","8575","童樂館前","婦幼親創園區內童樂館前","23.987611485068","121.6180483584","09:00:00","17:30:00","09:00:00","17:30:00","00:00:00","","園區開放時間：週二~週六09:00~12:00 14:00~16:30","週二~週六09:00~12:00 14:00~17:00"
"18476","剝皮寮歷史街區西側","臺北市","萬華區","臺北市萬華區廣州街151號","觀光旅遊地區","文化園區","","8579","遊客諮詢中心","放置於遊客諮詢中心內(康定路173巷33號)","25.036757","121.502565","09:00:00","18:00:00","09:00:00","18:00:00","09:00:00","18:00:00","","02-2336-1417"
"15252","長榮大學","臺南市","歸仁區","臺南市歸仁區長大路1號","學校、大型集會場所","大專院校","","8581","第二教學大樓","第二教學大樓牧羊圖前","22.904363","120.27342","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","06-2758995"
"2015","品傳房屋仲介有限公司","新北市","汐止區","新北市汐止區連興街69號","其他","其他場所","","8584","店左側玻璃騎樓下","店左側玻璃騎樓下","25.062924","121.654169","00:00:00","23:55:00","00:00:00","23:55:00","00:00:00","23:55:00","","26473311"
"2624","嘉義市立北興國中","嘉義市","東區","嘉義市東區博東路262號","學校、大型集會場所","國中","弘道樓一樓川堂","8585","北興國中弘道樓一樓","弘道樓一樓川堂","23.490535320804","120.45492412829","08:00:00","17:00:00","","","","","","05-2766602"
"4166","工業技術研究院","新竹縣","竹東鎮","新竹縣竹東鎮中興路四段195號","其他","其他場所","","8587","53館","大廳","24.774099","121.047947","08:10:00","17:00:00","","","","","","03-5916110"
"5882","溪頭米堤飯店","南投縣","鹿谷鄉","南投縣鹿谷鄉米堤街1號","旅宿場所","旅館","","8610","美術館","位於B3美術館旁，靠近泳池","23.683721","120.794855","09:00:00","23:00:00","09:00:00","23:00:00","09:00:00","23:00:00","","0900"
"941","新北市政府警察局淡水分局中正路派出所","新北市","淡水區","新北市淡水區中正路320號","其他","其他場所","","8626","一樓大門右手邊","中正路派出所","25.172809196502","121.43687383073","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","02-26212752"
"20077","財團法人台中世界貿易中心","臺中市","西屯區","臺中市西屯區天保街六十號","其他","其他場所","台中世界貿易中心是中部地區具專業水準之會議展覽場所。距離中部各大工業區，車程僅在一小時之內，交通便捷。戶外空間廣闊、停車方便。本中心除了場地出租及舉辦會議展覽活動外，亦辦理社區大學、人才培訓課程、組團","8648","一館","一館","24.176537729374","120.61672314528","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","有展覽才開放，急需使用有保全人員看守"
"17273","國立清華大學南大校區講堂乙","新竹市","東區","新竹市東區南大路521號","學校、大型集會場所","大專院校","","8657","南大校區講堂乙","南大校區講堂乙","24.794945","120.965316","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-5715131"
"2706","新北市政府警察局淡水分局水碓派出所","新北市","淡水區","新北市淡水區中山北路1段160號","公眾服務單位設施","派出所","","8663","淡水分局水碓派出所","近水碓頂好超商左側","25.178285","121.44436","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","0226212491"
"5111","花蓮理想大地渡假飯店","花蓮縣","壽豐鄉","花蓮縣壽豐鄉花蓮縣壽豐鄉共和村理想路1號","旅宿場所","飯店","","8671","接待大廳","接待大廳大門右邊走廊(公用電話)旁","23.865776","121.527807","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","安全部人員24H駐守值勤","(038656688)*2660"
"2945","國立潮州高級中學","屏東縣","潮州鎮","屏東縣潮州鎮中山路11號","學校、大型集會場所","高中職","","8673","淑德樓1樓穿廊","潮州高中淑德樓1樓穿廊左側 學務處旁","22.549614","120.545291","07:30:00","21:30:00","07:30:00","21:30:00","07:30:00","21:30:00","","08-7882004"
"2537","新北市立樹林高級中學","新北市","樹林區","新北市樹林區中華路8號","學校、大型集會場所","高中職","","8675","至善樓","健康中心","24.983204","121.422803","08:00:00","16:30:00","","","","","","86852011#1102"
"22651","南港老爺行旅","臺北市","南港區","臺北市南港區台北市南港區經貿二路196號10樓","旅宿場所","旅館","","8679","10樓健身房","10樓健身房入口處","25.059878091044","121.6148394292","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","0277500588"
"2519","新竹縣義民高中","新竹縣","竹北市","新竹縣竹北市中正西路15號","學校、大型集會場所","高中職","","8680","前校門警衛室","新竹縣義民高中前校門警衛室","24.839108","121.004062","07:30:00","21:00:00","08:00:00","16:00:00","","","","03-5552020*106"
"2734","澎湖縣議會","澎湖縣","馬公市","澎湖縣馬公市中正路76號","學校、大型集會場所","議會","","8685","澎湖縣議會1樓大廳","1樓大廳服務台前側(議事堂東側後門後方)","23.569244","119.566584","08:00:00","17:30:00","08:30:00","12:30:00","08:30:00","12:30:00","","069263521"
"3058","崇右學校財團法人崇右影藝科技大學","基隆市","信義區","基隆市信義區義七路40號","學校、大型集會場所","大專院校","","8692","圖資大樓5樓大廳","因地形，故進入圖資大樓即為5樓；進入大廳後左側即見AED。","25.132342","121.75488","07:00:00","22:00:00","07:00:00","17:00:00","07:00:00","17:00:00","","02-24237785#607"
"9005","屏東縣後備指揮部","屏東縣","屏東市","屏東縣屏東市建國路239號","其他","其他場所","","8698","服務臺(進大門右手邊)","屏東縣後備指揮部服務臺(進大門右手邊)","22.657772","120.468063","08:00:00","17:00:00","","","","","例假日不作業","087558069"
"3991","嘉義市私立東吳高級工業家事職業學校","嘉義市","東區","嘉義市東區宣信街252號","學校、大型集會場所","高中職","","8702","俊哲樓保健室","大門入口150公尺穿堂後右轉30公尺達保健室","23.468822","120.460421","08:00:00","16:00:00","","","","","六日假日不開放","05-2246161"
"7687","新北市政府警察局金山分局中角派出所","新北市","金山區","新北市金山區永興里濆水7之2號","其他","其他場所","","8703","派出所1樓","進大門值班台左後方檔案室前","25.265349","121.629634","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","","(02)24982136"
"2551","新北市政府警察局金山分局金山派出所","新北市","金山區","新北市金山區民生路65號","其他","其他場所","","8704","四樓禮堂","禮堂講台左側","25.220339","121.640448","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","02-24982009"
"2736","新北市政府警察局三峽分局插角派出所","新北市","三峽區","新北市三峽區插角里67-1號","其他","其他場所","","8706","派出所一樓","進大門值班台左後方","24.870893","121.406499","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","","26720121"
"2735","新北市政府警察局三峽分局鳳鳴派出所","新北市","鶯歌區","新北市鶯歌區莒光街20號","其他","其他場所","","8707","派出所一樓","大門右側","24.96626","121.332464","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","24小時開放","26789110"
"2757","新北市政府警察局三峽分局北大派出所","新北市","三峽區","新北市三峽區學成路396號","其他","其他場所","","8708","派出所一樓","進大門左側","24.944201","121.377908","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","(02)26730561"
