機構名稱,縣市區名,地址
創健診所,中山區,臺北市中山區復興北路378號地下一層
葉小兒科診所,中山區,臺北市中山區長春路２２７號
東海牙醫診所,中山區,臺北市中山區農安街１７４號１樓
賴達三診所,中山區,臺北市中山區民生東路二段８２號
東仁中醫診所,中山區,臺北市中山區錦州街275號(實際營業地址:1樓及地下一層)
吳佩臻診所,中山區,臺北市中山區中山北路二段162號4樓及4樓之1
京華中醫診所,中山區,臺北市中山區松江路95之1號
明誠診所,中山區,臺北市中山區錦州街446號
耘康復健科診所,中山區,臺北市中山區復興北路402巷8弄2號
爵美牙醫診所,中山區,臺北市中山區龍江路238號
尚達牙醫診所,中山區,臺北市中山區民生東路3段1號2樓
旭恩復健科診所,中山區,臺北市中山區復興北路38號2樓
新田身心診所,中山區,臺北市中山區復興北路344號2樓
鑫牙醫診所,中山區,臺北市中山區興安街100號１Ｆ
元生中醫診所,中山區,臺北市中山區龍江路179巷40號
大華牙醫診所,中山區,臺北市中山區長安東路二段１０１號２樓
星晴牙醫診所,中山區,臺北市中山區龍江路373號1樓
明錦生髮植髮診所,中山區,臺北市中山區南京東路二路62號7樓
醫貫東西中醫診所,中山區,臺北市中山區敬業一路189號（1樓）
德美診所,中山區,臺北市中山區北安路五九六號一樓
星誠牙醫診所,中山區,臺北市中山區民生東路二段160號、160號2樓
全人健康診所,中山區,臺北市中山區中山北路三段38號2樓
國防部醫務組診所,中山區,臺北市中山區北安路409號
蔡朝雄牙醫診所,中山區,臺北市中山區林森北路４３２號２樓之２
亞太牙醫診所,中山區,臺北市中山區遼寧街２４號
正元中醫診所,中山區,臺北市中山區林森北路482號、484號
君綺整形外科診所,中山區,臺北市中山區南京東路二段111號2樓
慶恩小兒科診所,中山區,臺北市中山區吉林路一一七號
尊榮優植牙醫診所,中山區,臺北市中山區南京東路三段208號2樓
信安診所,中山區,臺北市中山區民生西路24號3樓
欣安牙醫診所,中山區,臺北市中山區天祥路12號
濱江中醫診所,中山區,臺北市中山區五常街53巷30之2號
黃雅芬兒童心智診所,中山區,臺北市中山區南京西路5之1號12樓之1
福聯牙醫診所,中山區,臺北市中山區復興北路５１４巷６０號１樓
晉宏診所,中山區,臺北市中山區復興北路５１４巷５６號１樓
慶生診所,中山區,臺北市中山區林森北路561號2樓之7及之8
上允牙醫診所,中山區,臺北市中山區北安路五七一號
法緹美學時尚診所,中山區,臺北市中山區林森北路109號(實際營業地址：3樓)
璞蘊整形外科診所,中山區,臺北市中山區南京東路2段76號5樓
健生牙醫診所,中山區,臺北市中山區龍江路二之四號
雲門中醫診所,中山區,臺北市中山區松江路170巷12號
陳烱輝診所,中山區,臺北市中山區民生東路二段１０３號
惟亷診所,中山區,臺北市中山區北安路595巷1號地下一層
小星星牙醫診所,中山區,臺北市中山區樂群三路56號7樓
聆心中醫診所,中山區,臺北市中山區興安街75號(1樓)
聖璽中醫診所,中山區,臺北市中山區農安街26號2樓之1、2樓之2
科學中醫診所,中山區,臺北市中山區民權東路2段86號(1樓)
施宏男復健科診所,中山區,臺北市中山區松江路158號3樓、3樓之1
隆昌牙醫診所,中山區,臺北市中山區中原街４８號２Ｆ
上格牙醫診所,中山區,臺北市中山區長春路八十九號之四   一樓
英皇美學牙醫診所,中山區,臺北市中山區民權西路38之2號(2樓)
中山全美診所,中山區,臺北市中山區長春路152號(1樓、2樓)
新生中醫診所,中山區,臺北市中山區興安街91號
長春禾麗診所,中山區,臺北市中山區長春路380號3樓之1
上恩牙醫診所,中山區,臺北市中山區長春路四○八號三樓
柏泉內科小兒科診所,中山區,臺北市中山區北安路５９５巷２０弄５號
勤美悠植牙醫診所,中山區,臺北市中山區建國北路二段6巷3號
大直診所,中山區,臺北市中山區北安路595巷2弄2號(1樓及地下層)、6號1樓
任惠民牙醫診所,中山區,臺北市中山區吉林路二五一號二樓
景正牙醫診所,中山區,臺北市中山區龍江路31號1樓、4樓之1
真幸福牙醫診所,中山區,臺北市中山區民權西路70巷47號
由麗美型診所,中山區,臺北市中山區錦州街296號
蔡國賢耳鼻喉科診所,中山區,臺北市中山區長安東路二段108之2號(1樓)
綠葉親子診所,中山區,臺北市中山區農安街12之1號(1樓)
莎斐爾整形外科診所,中山區,臺北市中山區南京東路2段11號7樓
文化中醫診所,中山區,臺北市中山區撫順街37號
晏安診所,中山區,臺北市中山區長安東路二段１８９號之６
康卓牙醫診所,中山區,臺北市中山區朱崙街56號
迪昇牙醫診所,中山區,臺北市中山區北安路595巷20弄3號1樓
明新牙醫診所,中山區,臺北市中山區龍江路161號
高地植髮家診所,中山區,臺北市中山區南京東路三段91號2樓
振芝沃本診所,中山區,臺北市中山區復興北路290號2樓之1
芙美醫學診所,中山區,臺北市中山區中山北路3段45號2樓
吉林中醫診所,中山區,臺北市中山區吉林路428號(1樓)
達康診所,中山區,臺北市中山區龍江路298巷21號1樓
吾霏醫美食驗室診所,中山區,臺北市中山區中山北路2段2號4樓
緻美牙醫診所,中山區,臺北市中山區長春路130之1號2樓
健誌牙醫診所,中山區,臺北市中山區長春路78號3樓、3樓之1、3樓之2
新英格蘭診所,中山區,臺北市中山區松江路396號1樓
劉氏松鶴中醫診所,中山區,臺北市中山區民權西路20號12樓之5
八通關中醫診所,中山區,臺北市中山區南京東路2段21巷13號1樓
旭恩牙醫診所,中山區,臺北市中山區中山北路2段153號1樓
太初中醫診所,中山區,臺北市中山區復興北路92號6樓之1
粹究美學診所,中山區,臺北市中山區 南京東路2段20號2樓
佳飛雅緻美學診所,中山區,臺北市中山區中山北路2段39巷18號(1、2樓)
澄玥中醫診所,中山區,臺北市中山區松江路100巷1號1樓
南京粹究美學診所,中山區,臺北市中山區南京東路2段62號10樓
維醫診所,中山區,臺北市中山區林森北路574號(1樓、2樓、3樓、4樓)
長安東診所,中山區,臺北市中山區長安東路2段50之2號1樓
元鼎診所,中山區,臺北市中山區長安東路2段184號2樓之1
花漾國際美學診所,中山區,臺北市中山區民權東路2段21號3樓
聚英尊爵視光眼科診所,中山區,臺北市中山區樂群二路173號1樓及187號2樓之1
斯林中醫診所,中山區,臺北市中山區民生東路2段95號(1樓)
長安東牙醫診所,中山區,臺北市中山區長安東路2段50之2號1樓
益壽堂中醫診所,中山區,臺北市中山區北安路569之1號1樓
和心中醫診所,中山區,臺北市中山區農安街43之2號(1樓)
喜安診所,中山區,臺北市中山區新生北路1段66號3樓
中山淨妍醫美診所,中山區,臺北市中山區南京東路2段20號3樓
麗風堂中醫診所,中山區,臺北市中山區中山北路2段12號2樓
漢補世家中醫診所,中山區,臺北市中山區民權東路3段80號(1樓、2樓)
泓采診所,中山區,臺北市中山區建國北路2段137號1樓
羅浮婦女診所,中山區,臺北市中山區長安東路2段88號12樓、90號12樓
金蘋果美學診所,中山區,臺北市中山區遼寧街107之2號1樓
健柏診所,中山區,臺北市中山區明水路688號(地下一層)、1樓、2樓
中山顧家泌尿科診所,中山區,臺北市中山區中山北路2段99號2樓
力安醫學診所,中山區,臺北市中山區樂群二路267號4樓
采騰診所,中山區,臺北市中山區復興北路38號6樓、40號6樓
翡翠診所,中山區,臺北市中山區松江路38巷33號1樓
銀河星辰醫美診所,中山區,臺北市中山區南京西路5之1號5樓之1
晶華美醫診所,中山區,臺北市中山區中山北路2段39巷2之2號2、3、4樓
順馨牙醫診所,中山區,臺北市中山區民權東路2段152巷16號1樓
安和美醫美外科診所,中山區,臺北市中山區錦州街12號2樓之1
日禾中醫診所,中山區,臺北市中山區復興北路186號1樓
心湛美學診所,中山區,臺北市中山區南京東路2段60號12樓
康倪美學診所,中山區,臺北市中山區龍江路106巷1號(1樓)及龍江路108號(1樓)、108號2樓、108號2樓之1
煥顏診所,中山區,臺北市中山區新生北路2段33巷9號1樓
柏克萊眼科診所,中山區,臺北市中山區明水路573號1樓
中崙國際診所,中山區,臺北市中山區八德路2段303號(1樓)、305號(1樓及2樓)、307號(1樓及2樓)
薇光御境牙醫診所,中山區,臺北市中山區樂群二路265巷40號(1、2樓)、42號(1、2樓)
存奕美學診所,中山區,臺北市中山區中山北路2段52號3樓、3樓之1、3樓之2
中山適康復健科診所,中山區,臺北市中山區龍江路268號、270號2樓之1
敦北諾貝爾診所,中山區,臺北市中山區長安東路二段189號2樓之2
國興中醫診所,中山區,臺北市中山區長安東路2段230號6樓之1
不二親子牙醫診所,中山區,臺北市中山區南京東路1段2號3樓之1、3樓之3
AR進階鼻美學時尚診所,中山區,臺北市中山區南京東路二段20號7樓之1至之5
瑞醫時尚醫美診所,中山區,臺北市中山區復興北路164號3樓
賦真妍皮膚專科診所,中山區,臺北市中山區八德路二段315號、317號、319號
美麗境界南京復興診所,中山區,臺北市中山區南京東路三段201號4樓之1
勝耀中醫診所,中山區,臺北市中山區北安路608巷4弄21號1樓
醫誠堂中醫診所,中山區,臺北市中山區龍江路185之1號
品傑牙醫診所,中山區,臺北市中山區長春路124號
金時診所,中山區,臺北市中山區敬業二路69巷20號1樓
欣莘時尚美學診所,中山區,臺北市中山區長安東路2段63號2樓、63號2樓之1
馥林中醫診所,中山區,臺北市中山區中山北路一段82號6樓
詩宓診所,中山區,臺北市中山區民生東路2段161號3樓
得心身醫學台北總診所,中山區,臺北市中山區復興北路60號3樓之2
元和雅整形外科診所,中山區,臺北市中山區松江路125號2樓、2樓之1
晨曦生活診所,中山區,臺北市中山區松江路131之3號
極緻醫美診所,中山區,臺北市中山區南京東路2段96號5樓
台北佐登微爾醫美診所,中山區,臺北市中山區民權東路1段48號(1樓、2樓、2樓之1)、50號(1樓)
芸安堂中醫診所,中山區,臺北市中山區民權東路二段95號
大直佳醫美人診所,中山區,臺北市中山區樂群三路287號
初日診所,中山區,臺北市中山區民生東路2段163號3樓
裕見美牙醫診所,中山區,臺北市中山區樂群二路265巷28號（1、2、3樓）、30號（1、2、3樓）
德式診所,中山區,臺北市中山區德惠街9號4樓之9、4樓之10
麗星診所,中山區,臺北市中山區建國北路二段135號7樓
優植牙醫診所,中山區,臺北市中山區遼寧街128巷13號(實際營業地址：第一層)
上質健康管理診所,中山區,臺北市中山區北安路780號6樓
雙連中醫診所,中山區,臺北市中山區民生西路6號9樓
美麗線時尚診所,中山區,臺北市中山區南京東路2段76號2樓
名瑿醫美診所,中山區,臺北市中山區松江路276號3樓
煥顏牙醫診所,中山區,臺北市中山區新生北路二段33巷9號
勢喬牙醫診所,中山區,臺北市中山區松江路108巷29號2樓
又喜明眼科診所,中山區,臺北市中山區北安路572號(實際營業樓層1樓、2樓)
三代生物能牙醫診所,中山區,臺北市中山區長春路142之1號(實際營業:一層、 二層)
佑昇診所,中山區,臺北市中山區長安東路2段88號8樓、90號8樓
生基婦產科診所,中山區,臺北市中山區長安東路二段108號2樓、2樓之1、2樓之2、2樓之3、2樓之4
力慈科學中醫診所,中山區,臺北市中山區長春路105號
南西光澤診所,中山區,臺北市中山區南京東路一段24號7樓
送子鳥11診所,中山區,臺北市中山區樂群二路187號1樓、189號1樓、189號2樓、189號2樓之1
丹朵醫學診所,中山區,臺北市中山區長春路3巷13、15號
義美牙醫診所,中山區,臺北市中山區中山北路二段71號4樓
民生展欣眼科診所,中山區,臺北市中山區民生東路三段92號
穆樂貳牙醫診所,中山區,臺北市中山區敬業二路69巷61號2樓
醫髮診所,中山區,臺北市中山區復興南路1段36之9號9樓、36之10號9樓
九之牙醫診所,中山區,臺北市中山區龍江路202號
長木牙醫診所,中山區,臺北市中山區樂群二路185號
興安養生堂中醫診所,中山區,臺北市中山區興安街 51之6號
澤林毛髮診所,中山區,臺北市中山區長安東路二段78號6樓
魏嘉宏皮膚科診所,中山區,臺北市中山區民權東路三段72號(實際營業:一層、二層)
植仕美數位美學牙醫診所,中山區,臺北市中山區南京東路三段208號6樓
振芝心身醫學診所,中山區,臺北市中山區復興北路282號2樓
麗安耳鼻喉科診所,中山區,臺北市中山區龍江路289號
好日子診所,中山區,臺北市中山區中山北路二段183巷3之3號
大直北安中醫診所,中山區,臺北市中山區北安路575號1樓
固亷診所,中山區,臺北市中山區北安路613號、595巷1號地下一層
巴黎國際長春診所,中山區,臺北市中山區民權東路3段78號(實際營業地址:一層、二層)
新昇中醫診所,中山區,臺北市中山區松江路123巷6之2號(實際使用樓層1、2樓)
南京愛爾麗診所,中山區,臺北市中山區南京東路二段100號2樓
洛桑醫學診所,中山區,臺北市中山區敬業一路128巷28號4樓
穆樂牙醫診所,中山區,臺北市中山區敬業二路69巷61號
台灣九芝堂中醫診所,中山區,臺北市中山區吉林路22巷7號
昌盛堂中醫診所,中山區,臺北市中山區松江路275之1號2樓、277號2樓、277之1號2樓
柏安診所,中山區,臺北市中山區長安東路二段88號10樓及90號10樓
玉山診所,中山區,臺北市中山區錦州街251號(實際營業:二層)
景亷復健科診所,中山區,臺北市中山區北安路607號、607之1號、595巷1號地下一層
育仁診所,中山區,臺北市中山區錦州街286號
宏品中醫診所,中山區,臺北市中山區中山北路1段64號1樓、66號2樓
鈺璽診所,中山區,臺北市中山區南京東路二段132號4樓
希望美醫診所,中山區,臺北市中山區南京西路8號8樓
承錡馬楷牙醫診所,中山區,臺北市中山區長春路65號2樓
璞心中醫診所,中山區,臺北市中山區龍江路297號
頤康美學牙醫診所,中山區,臺北市中山區民生東路一段13號2樓
禮凡牙醫診所,中山區,臺北市中山區建國北路二段186巷1號、188號
馨美診所,中山區,臺北市中山區中山北路二段77之1號2樓
祥瑞堂中醫診所,中山區,臺北市中山區天祥路24號
詹益偉耳鼻喉科診所,中山區,臺北市中山區北安路611號
學德堂中醫診所,中山區,臺北市中山區松江路97巷2之1號
得原中醫診所,中山區,臺北市中山區錦州街259號
優視眼科診所,中山區,臺北市中山區民生東路一段30號2樓
花栗鼠牙醫診所,中山區,臺北市中山區復興北路78號2樓
彥靚診所,中山區,臺北市中山區松江路75之1號3樓
大直佳恩診所,中山區,臺北市中山區北安路591號1樓及地下層
秀仁整形外科診所,中山區,臺北市中山區民生東路一段29號9樓之1
四季和安婦幼診所,中山區,臺北市中山區林森北路452號地下1樓、458號及458號3樓、460號及460號2樓、錦州街23巷3號3樓
上博牙醫診所,中山區,臺北市中山區興安街67號(1樓)
祺祥中醫診所,中山區,臺北市中山區松江路20-1號1樓
詠生中醫診所,中山區,臺北市中山區樂群二路196號
榮星診所,中山區,臺北市中山區龍江路272號 (實際營業地址:1樓、地下一層)及274號 (實際營業地址:1樓)
好美醫美診所,中山區,臺北市中山區南京西路5之1號6樓
辰品牙醫診所,中山區,臺北市中山區北安路615號
安康復健科診所,中山區,臺北市中山區松江路54號2樓
雙連婦產科小兒科診所,中山區,臺北市中山區民生西路30號4樓
晶點牙醫診所,中山區,臺北市中山區中山北路二段39巷10號2樓、2樓之1
元林診所,中山區,臺北市中山區吉林路239號3樓、239號3樓之1
美麗好診所,中山區,臺北市中山區南京東路一段42號3樓
漢研中醫診所,中山區,臺北市中山區興安街63號2樓之10
喜悅健康診所,中山區,臺北市中山區龍江路152號地下一層、152號地下一層之2
泰宏牙醫診所,中山區,臺北市中山區龍江路342巷17號
康心美婦診所,中山區,臺北市中山區農安街14號2樓、雙城街17之4號2樓
王倩梅中醫診所,中山區,臺北市中山區復興北路86號7樓之1
長安牙醫診所,中山區,臺北市中山區長安東路二段189之4號、189號2樓之4
瀛海牙醫診所,中山區,臺北市中山區伊通街104號2樓
哲民診所,中山區,臺北市中山區龍江路356巷24號
杜李威中醫診所,中山區,臺北市中山區松江路132巷9號
幸恩牙醫診所,中山區,臺北市中山區伊通街28號
達特琳醫美診所,中山區,臺北市中山區南京東路三段195號3樓
群英楊麗珍黃景昱皮膚科診所,中山區,臺北市中山區南京東路一段36號3樓
生技明生診所,中山區,臺北市中山區中山北路一段72號2樓、2樓之1、2樓之2
曼都整形外科診所,中山區,臺北市中山區南京東路2段76號7樓
興安診所,中山區,臺北市中山區民生東路3段90號2樓、9 0號2樓之3
恆麗美型診所,中山區,臺北市中山區松江路273號3樓
台灣基督長老教會馬偕醫療財團法人馬偕兒童醫院,中山區,臺北市中山區中山北路2段92號
長安內外科診所,中山區,臺北市中山區八德路二段259號
風尚雅緻牙醫診所,中山區,臺北市中山區復興北路92號2樓之1、2樓之2
黃偉俐診所,中山區,臺北市中山區天津街37號2樓
博康牙醫診所,中山區,臺北市中山區民生東路2段38號(1樓)
微煦心靈診所,中山區,臺北市中山區中山北路二段39巷6號2樓之1
延安中醫診所,中山區,臺北市中山區長安西路18號
林丹薇診所,中山區,臺北市中山區中山北路二段162號4樓及4樓之1
中山民權王耳鼻喉科診所,中山區,臺北市中山區中山北路二段166號之2
居仁堂中醫診所,中山區,臺北市中山區松江路124巷11號
瀚仕診所,中山區,臺北市中山區松江路369號2樓
傳愛經典中醫診所,中山區,臺北市中山區龍江路29號(實際營業地址在1樓)
杏慈診所,中山區,臺北市中山區民權東路二段152巷2之1號
晴美牙醫診所,中山區,臺北市中山區復興北路350號2樓
京硯皮膚科診所,中山區,臺北市中山區長春路210號1樓、212號(1樓)、212之1號(1樓)、212之2號(1樓)
澄觀中醫診所,中山區,臺北市中山區吉林路23號1.2樓
悠植牙醫診所,中山區,臺北市中山區中山北路2段59巷11號(1樓)
魅力必緹診所,中山區,臺北市中山區中山北路三段57號2樓
龍江小兒科診所,中山區,臺北市中山區龍江路１８１－１號１樓
瑞光眼科診所,中山區,臺北市中山區南京東路一段25號、25號2樓
陳世澤內科診所,中山區,臺北市中山區龍江路２８４－１號
星光整形外科診所,中山區,臺北市中山區南京東路一段138號3樓
聚英視光眼科診所,中山區,臺北市中山區民權東路3段54、56號及56號4樓之1
德全中醫診所,中山區,臺北市中山區錦州街１７１號
翠真牙醫診所,中山區,臺北市中山區民生西路6號4樓之1
２１世紀牙醫診所,中山區,臺北市中山區中山北路二段六十五巷九之一號
立馨牙醫診所,中山區,臺北市中山區長安東路一段七十九號
美儀牙醫診所,中山區,臺北市中山區龍江路３２４號２Ｆ
重九牙醫診所,中山區,臺北市中山區建國北路二段１８６巷２０號１樓
緻美堂中醫診所,中山區,臺北市中山區復興北路356號4樓
英爵醫美診所,中山區,臺北市中山區敬業三路153號及155號
楊菘宇整形外科診所,中山區,臺北市中山區中山北路二段2號5樓
佳禾骨科診所,中山區,臺北市中山區民生西路54號3樓
溫崇凱中醫診所,中山區,臺北市中山區南京東路二段132號6樓
思雲診所,中山區,臺北市中山區中山北路二段137巷10號、地下室
陳正熹耳鼻喉科診所,中山區,臺北市中山區雙城街１０巷１８號１樓
如田診所,中山區,臺北市中山區民生東路二段一二八號一樓
世珍婦產診所,中山區,臺北市中山區朱崙街四十六號
德容聯合診所,中山區,臺北市中山區吉林路197號、197號2樓
恩濟堂中醫診所,中山區,臺北市中山區復興北路５１４巷６３號
品澄牙醫診所,中山區,臺北市中山區復興北路400號2樓
長春耳鼻喉科診所,中山區,臺北市中山區民生東路二段110號
光華家醫科診所,中山區,臺北市中山區長安東路2段33號1樓
康寧牙醫診所,中山區,臺北市中山區新生北路一段五十一號五樓
康福牙醫診所,中山區,臺北市中山區南京東路一段１３２巷１０號
台兒診所,中山區,臺北市中山區中山北路二段162號9樓及9樓之1
榮星牙科診所,中山區,臺北市中山區民生東路二段９３巷４號
峰茂牙醫診所,中山區,臺北市中山區建國北路二段３６號
佳佳牙醫診所,中山區,臺北市中山區龍江路２７５號
采醫漾麗診所,中山區,臺北市中山區林森北路556號2樓
英政耳鼻喉科診所,中山區,臺北市中山區長安東路二段１６９之9號
臺北市立聯合醫院附設中山門診部,中山區,臺北市中山區松江路３６７號１樓
劉宣彥診所,中山區,臺北市中山區伊通街十七之四號
輝雄診所,中山區,臺北市中山區吉林路300號1、2、3、4樓302號 1、2、3、4樓
簡富堅牙醫診所,中山區,臺北市中山區中山北路二段九十六巷二十七號之一
佳醫牙醫診所,中山區,臺北市中山區吉林路18號2樓
綺麗嘉美型診所,中山區,臺北市中山區松江路338號(實際營業樓層:2、3樓)
春泉診所,中山區,臺北市中山區民生東路一段25號2樓
宇康復健科診所,中山區,臺北市中山區長春路368號2樓
微風整形外科診所,中山區,臺北市中山區復興南路一段52號
至誠整形外科診所,中山區,臺北市中山區伊通街87巷3號
英皇牙醫診所,中山區,臺北市中山區民權東路1段24號及24號2、3樓
王俊民皮膚科診所,中山區,臺北市中山區松江路一二七之一號三樓
啓新診所,中山區,臺北市中山區建國北路三段42號5樓、6樓
肌優谷診所,中山區,臺北市中山區復興南路一段三十四號二樓
鄭紹隆整形外科診所,中山區,臺北市中山區南京東路一段二十四號五樓
全安診所,中山區,臺北市中山區天祥路20號
萌髮診所,中山區,臺北市中山區南京東路三段21號8樓
李久恆整形外科診所,中山區,臺北市中山區南京東路一段2號6樓
天籟牙醫診所,中山區,臺北市中山區天祥路5號及7號
陳家庭醫學科診所,中山區,臺北市中山區吉林路３１５巷１８號
黃中豪婦產科診所,中山區,臺北市中山區吉林路１３１號２Ｆ
協和婦女醫院,中山區,臺北市中山區松江路85巷5號1，2，3，4樓、93巷6號1，2，4樓
泰安醫院,中山區,臺北市中山區民權東路二段９２巷２之1號(地下一樓至地上六樓)
李堯堃內兒科診所,中山區,臺北市中山區民權東路二段２３號
趙素芳婦產科診所,中山區,臺北市中山區長安東路二段一七八之六號二樓
劉雲祥診所,中山區,臺北市中山區龍江路２４６號
木生婦幼診所,中山區,臺北市中山區長安東路二段90號1-4樓、88號4樓
富生婦產科診所,中山區,臺北市中山區吉林路１５７號
歐婦產科診所,中山區,臺北市中山區民生東路二段８０號
王三郎婦產科診所,中山區,臺北市中山區中山北路二段166號之2
吳輝明婦產科診所,中山區,臺北市中山區長春路７８號２Ｆ
林錦祥耳鼻喉科診所,中山區,臺北市中山區五常街９１號１樓
周賢章耳鼻喉科診所,中山區,臺北市中山區天祥路２６號
北安聯合診所,中山區,臺北市中山區北安路569之2號 569之3號  569之4號 569之1號二 樓 569之2號二 樓 569之3號二 樓 569之4號二 樓
長榮海運股份有限公司醫務室,中山區,臺北市中山區民生東路二段１６６號７樓
蔡仁雨皮膚科診所,中山區,臺北市中山區南京東路三段１１８號３樓
寧康聯合診所,中山區,臺北市中山區龍江路209巷6之1號
黃大倫婦產科診所,中山區,臺北市中山區長安東路二段一三一之三號一樓二樓
潘外科內科診所,中山區,臺北市中山區長春路135之1號2樓
宏林診所,中山區,臺北市中山區民生西路6號、6號2樓、6號2樓之1
吳振力診所,中山區,臺北市中山區長春路三０九號
台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,中山區,臺北市中山區中山北路二段９２號
莊宇龍診所,中山區,臺北市中山區北安路637號
池明仁整形外科診所,中山區,臺北市中山區民生東路一段13號5樓
芯慈耳鼻喉科診所,中山區,臺北市中山區長春路364號
蔡瓊瑤眼科診所,中山區,臺北市中山區龍江路２７１巷６號
中山實美整形外科診所,中山區,臺北市中山區中山北路二段１０６之２號４樓
長春眼科聯合診所,中山區,臺北市中山區建國北路二段６６號
王宗前診所,中山區,臺北市中山區吉林路２５０號
賴國良婦產科診所,中山區,臺北市中山區錦西街１之５號
吉安牙醫診所,中山區,臺北市中山區新生北路一段８７號
傅牙醫診所,中山區,臺北市中山區八德路二段二九七號
普大牙醫診所,中山區,臺北市中山區南京東路3段195、197號2樓
大富牙醫診所,中山區,臺北市中山區錦州街４２１號
照安牙醫診所,中山區,臺北市中山區中山北路一段９６巷２５號
泰祺牙醫診所,中山區,臺北市中山區天祥路７０號３Ｆ
祐德牙醫診所,中山區,臺北市中山區興安街五十一之七號
欣林牙醫診所,中山區,臺北市中山區長春路６２號２Ｆ
嘉新牙醫診所,中山區,臺北市中山區民生東路二段１２０號
大千牙醫診所,中山區,臺北市中山區長安東路二段169-12號3樓之2
中二牙醫診所,中山區,臺北市中山區中山北路二段84巷1號3樓
歐嘉得牙醫診所,中山區,臺北市中山區民生東1段58號3樓
景福牙醫診所,中山區,臺北市中山區八德路二段３３３號
印象牙醫診所,中山區,臺北市中山區民權東路二段一０八號
遠見牙醫診所,中山區,臺北市中山區龍江路一二四巷二號
鴻生牙醫診所,中山區,臺北市中山區長春路378號5樓
新現代牙醫診所,中山區,臺北市中山區南京東路一段３４號３Ｆ
久大牙醫診所,中山區,臺北市中山區新生北路三段８７巷１７號１Ｆ
承新牙醫診所,中山區,臺北市中山區吉林路317號
松安牙醫診所,中山區,臺北市中山區松江路２３５巷３２號１Ｆ
佳慶牙醫診所,中山區,臺北市中山區長安東路二段40之1號2樓
瑞祥牙醫診所,中山區,臺北市中山區中原街１５１號
天心牙醫診所,中山區,臺北市中山區中山北路二段７７巷３９號
田青牙醫診所,中山區,臺北市中山區北安路六二九號一樓
承正牙醫診所,中山區,臺北市中山區中山北路二段七十七巷二號三樓
華齡牙醫診所,中山區,臺北市中山區建國北路三段１０１號２Ｆ
群嚮牙醫診所,中山區,臺北市中山區建國北路二段116巷5號
崧江牙醫診所,中山區,臺北市中山區錦州街三二七號
黃大偉牙醫診所,中山區,臺北市中山區農安街12號2樓
大明牙醫診所,中山區,臺北市中山區雙城街２之４號
陳均牙醫診所,中山區,臺北市中山區天津街六十二號三樓
靜心牙醫診所,中山區,臺北市中山區長安東路二段６４號２樓
高標準牙醫診所,中山區,臺北市中山區北安路６０８巷４弄６號１號
弘丞牙醫診所,中山區,臺北市中山區興安街91號2樓之6、2樓之7及興安街101號
常青牙醫診所,中山區,臺北市中山區中山北路2段39巷2號３樓
志安牙醫診所,中山區,臺北市中山區北安路６０８巷１號
智欽牙醫診所,中山區,臺北市中山區北安路６０８巷４弄１１號
迪士尼數位美學牙醫診所,中山區,臺北市中山區北安路554巷8弄1號
北安牙醫診所,中山區,臺北市中山區北安路630巷11號1、2樓
北大牙醫診所,中山區,臺北市中山區農安街116號一樓
陽順牙醫診所,中山區,臺北市中山區松江路287之3號
民安牙醫診所,中山區,臺北市中山區林森北路一五九巷十號一樓
百年牙醫診所,中山區,臺北市中山區龍江路364號
惠潔牙醫診所,中山區,臺北市中山區民權西路34號4樓
曾賢德牙醫診所,中山區,臺北市中山區農安街４９號二Ｆ
威世牙醫診所,中山區,臺北市中山區復興北路６６號
雙城牙醫診所,中山區,臺北市中山區雙城街18巷8號
日進牙醫診所,中山區,臺北市中山區長春路124號2樓
滋和堂中醫診所,中山區,臺北市中山區新生北路1段59之1號1樓
鐳力中醫診所,中山區,臺北市中山區民權東路一段63號5樓
龍心堂中醫診所,中山區,臺北市中山區民權東路三段53號
常生中醫診所,中山區,臺北市中山區長安東路二段47號1、2樓
仁心堂中醫診所,中山區,臺北市中山區長春路326號(1樓)
漢坤中醫診所,中山區,臺北市中山區北安路458巷41弄40號
信德中醫診所,中山區,臺北市中山區遼寧街３５號
悅世牙醫診所,中山區,臺北市中山區明水路581巷25號
恆美牙醫診所,中山區,臺北市中山區長春路20號10樓
恩慈牙醫診所,中山區,臺北市中山區北安路630巷5號
品誠牙醫診所,中山區,臺北市中山區遼寧街145號
安美牙醫診所,中山區,臺北市中山區明水路653號
吉林牙醫診所,中山區,臺北市中山區吉林路２５４號之２號２樓
龍江牙醫診所,中山區,臺北市中山區南京東路三段118號2樓
品維牙醫診所,中山區,臺北市中山區中山北路二段５９巷１號２樓
偉格牙醫診所,中山區,臺北市中山區北安路６３9號
高國良中醫診所,中山區,臺北市中山區民權西路７０巷４３弄１號
立生中醫診所,中山區,臺北市中山區長安東路二段４９號３樓
漢明中醫診所,中山區,臺北市中山區錦州街３３６號
惠普牙醫診所,中山區,臺北市中山區錦州街４５０號
東昇牙醫診所,中山區,臺北市中山區民生東路二段98號、100號
睦霖復健科診所,中山區,臺北市中山區松江路274號2樓
國防部醫務組牙醫診所,中山區,臺北市中山區北安路409號
元氣堂中醫診所,中山區,臺北市中山區吉林路223號
仁光牙醫診所,中山區,臺北市中山區民生東路一段１０號２樓
永育樂群診所,中山區,臺北市中山區樂群二路210之2號(1樓)
